Model,Accuracy,Target_Column,Time,Model_Filename,Confusion_Matrix,Classification_Report
Gaussian Naive Bayes,0.9280973451327432,status,20240107211330.0,Gaussian Naive Bayes_20240107211330,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107211330.0,Linear Discriminant Analysis_20240107211330,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107211330.0,Quadratic Discriminant Analysis_20240107211330,,
Voting Classifier,0.9352876106194692,status,20240107211330.0,Voting Classifier_20240107211330,,
Bagging Classifier,0.952433628318584,status,20240107211330.0,Bagging Classifier_20240107211330,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107211330.0,HistGradient Boosting Classifier_20240107211330,,
Logistic Regression,0.9231194690265486,status,20240107211606.0,Logistic Regression_20240107211606,,
Ridge Classifier,0.9026548672566372,status,20240107211606.0,Ridge Classifier_20240107211606,,
SGD Classifier,0.9120575221238938,status,20240107211606.0,SGD Classifier_20240107211606,,
Passive Aggressive Classifier,0.8993362831858407,status,20240107211606.0,Passive Aggressive Classifier_20240107211606,,
Decision Tree Classifier,0.9540929203539824,status,20240107211606.0,Decision Tree Classifier_20240107211606,,
Random Forest Classifier,0.9540929203539824,status,20240107211606.0,Random Forest Classifier_20240107211606,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107211606.0,Gradient Boosting Classifier_20240107211606,,
AdaBoost Classifier,0.9314159292035398,status,20240107211606.0,AdaBoost Classifier_20240107211606,,
Extra Trees Classifier,0.9540929203539824,status,20240107211606.0,Extra Trees Classifier_20240107211606,,
Support Vector Classifier,0.7461283185840708,status,20240107211606.0,Support Vector Classifier_20240107211606,,
Linear SVC,0.896570796460177,status,20240107211606.0,Linear SVC_20240107211606,,
NuSVC,0.8877212389380531,status,20240107211606.0,NuSVC_20240107211606,,
K-Nearest Neighbors,0.9297566371681416,status,20240107211606.0,K-Nearest Neighbors_20240107211606,,
Multi-layer Perceptron,0.9098451327433628,status,20240107211606.0,Multi-layer Perceptron_20240107211606,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107211606.0,Gaussian Naive Bayes_20240107211606,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107211606.0,Linear Discriminant Analysis_20240107211606,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107211606.0,Quadratic Discriminant Analysis_20240107211606,,
Voting Classifier,0.9352876106194692,status,20240107211606.0,Voting Classifier_20240107211606,,
Bagging Classifier,0.952433628318584,status,20240107211606.0,Bagging Classifier_20240107211606,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107211606.0,HistGradient Boosting Classifier_20240107211606,,
Logistic Regression,0.9231194690265486,status,20240107214707.0,Logistic Regression_20240107214707,,
Ridge Classifier,0.9026548672566372,status,20240107214707.0,Ridge Classifier_20240107214707,,
SGD Classifier,0.8816371681415929,status,20240107214707.0,SGD Classifier_20240107214707,,
Passive Aggressive Classifier,0.8976769911504425,status,20240107214707.0,Passive Aggressive Classifier_20240107214707,,
Decision Tree Classifier,0.9540929203539824,status,20240107214707.0,Decision Tree Classifier_20240107214707,,
Random Forest Classifier,0.9540929203539824,status,20240107214707.0,Random Forest Classifier_20240107214707,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107214707.0,Gradient Boosting Classifier_20240107214707,,
AdaBoost Classifier,0.9314159292035398,status,20240107214707.0,AdaBoost Classifier_20240107214707,,
Extra Trees Classifier,0.9540929203539824,status,20240107214707.0,Extra Trees Classifier_20240107214707,,
Support Vector Classifier,0.7461283185840708,status,20240107214707.0,Support Vector Classifier_20240107214707,,
Linear SVC,0.4889380530973451,status,20240107214707.0,Linear SVC_20240107214707,,
NuSVC,0.8877212389380531,status,20240107214707.0,NuSVC_20240107214707,,
K-Nearest Neighbors,0.9297566371681416,status,20240107214707.0,K-Nearest Neighbors_20240107214707,,
Multi-layer Perceptron,0.9054203539823008,status,20240107214707.0,Multi-layer Perceptron_20240107214707,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107214707.0,Gaussian Naive Bayes_20240107214707,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107214707.0,Linear Discriminant Analysis_20240107214707,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107214707.0,Quadratic Discriminant Analysis_20240107214707,,
Voting Classifier,0.9352876106194692,status,20240107214707.0,Voting Classifier_20240107214707,,
Bagging Classifier,0.952433628318584,status,20240107214707.0,Bagging Classifier_20240107214707,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107214707.0,HistGradient Boosting Classifier_20240107214707,,
Logistic Regression,0.9231194690265486,status,20240107215107.0,Logistic Regression_20240107215107,,
Ridge Classifier,0.9026548672566372,status,20240107215107.0,Ridge Classifier_20240107215107,,
SGD Classifier,0.860066371681416,status,20240107215107.0,SGD Classifier_20240107215107,,
Passive Aggressive Classifier,0.8993362831858407,status,20240107215107.0,Passive Aggressive Classifier_20240107215107,,
Decision Tree Classifier,0.9540929203539824,status,20240107215107.0,Decision Tree Classifier_20240107215107,,
Random Forest Classifier,0.9540929203539824,status,20240107215107.0,Random Forest Classifier_20240107215107,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107215107.0,Gradient Boosting Classifier_20240107215107,,
AdaBoost Classifier,0.9314159292035398,status,20240107215107.0,AdaBoost Classifier_20240107215107,,
Extra Trees Classifier,0.9540929203539824,status,20240107215107.0,Extra Trees Classifier_20240107215107,,
Support Vector Classifier,0.7461283185840708,status,20240107215107.0,Support Vector Classifier_20240107215107,,
Linear SVC,0.8982300884955752,status,20240107215107.0,Linear SVC_20240107215107,,
NuSVC,0.8877212389380531,status,20240107215107.0,NuSVC_20240107215107,,
K-Nearest Neighbors,0.9297566371681416,status,20240107215107.0,K-Nearest Neighbors_20240107215107,,
Multi-layer Perceptron,0.922566371681416,status,20240107215107.0,Multi-layer Perceptron_20240107215107,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107215107.0,Gaussian Naive Bayes_20240107215107,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107215107.0,Linear Discriminant Analysis_20240107215107,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107215107.0,Quadratic Discriminant Analysis_20240107215107,,
Voting Classifier,0.9352876106194692,status,20240107215107.0,Voting Classifier_20240107215107,,
Bagging Classifier,0.952433628318584,status,20240107215107.0,Bagging Classifier_20240107215107,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107215107.0,HistGradient Boosting Classifier_20240107215107,,
Logistic Regression,0.9231194690265486,status,20240107215212.0,Logistic Regression_20240107215212,,
Ridge Classifier,0.9026548672566372,status,20240107215212.0,Ridge Classifier_20240107215212,,
SGD Classifier,0.4889380530973451,status,20240107215212.0,SGD Classifier_20240107215212,,
Passive Aggressive Classifier,0.8788716814159292,status,20240107215212.0,Passive Aggressive Classifier_20240107215212,,
Decision Tree Classifier,0.9540929203539824,status,20240107215212.0,Decision Tree Classifier_20240107215212,,
Random Forest Classifier,0.9540929203539824,status,20240107215212.0,Random Forest Classifier_20240107215212,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107215212.0,Gradient Boosting Classifier_20240107215212,,
AdaBoost Classifier,0.9314159292035398,status,20240107215212.0,AdaBoost Classifier_20240107215212,,
Extra Trees Classifier,0.9540929203539824,status,20240107215212.0,Extra Trees Classifier_20240107215212,,
Support Vector Classifier,0.7461283185840708,status,20240107215212.0,Support Vector Classifier_20240107215212,,
Linear SVC,0.8849557522123894,status,20240107215212.0,Linear SVC_20240107215212,,
NuSVC,0.8877212389380531,status,20240107215212.0,NuSVC_20240107215212,,
K-Nearest Neighbors,0.9297566371681416,status,20240107215212.0,K-Nearest Neighbors_20240107215212,,
Multi-layer Perceptron,0.90929203539823,status,20240107215212.0,Multi-layer Perceptron_20240107215212,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107215212.0,Gaussian Naive Bayes_20240107215212,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107215212.0,Linear Discriminant Analysis_20240107215212,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107215212.0,Quadratic Discriminant Analysis_20240107215212,,
Voting Classifier,0.9352876106194692,status,20240107215212.0,Voting Classifier_20240107215212,,
Bagging Classifier,0.952433628318584,status,20240107215212.0,Bagging Classifier_20240107215212,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107215212.0,HistGradient Boosting Classifier_20240107215212,,
Logistic Regression,0.9231194690265486,status,20240107215448.0,Logistic Regression_20240107215448,,
Ridge Classifier,0.9026548672566372,status,20240107215448.0,Ridge Classifier_20240107215448,,
SGD Classifier,0.8993362831858407,status,20240107215448.0,SGD Classifier_20240107215448,,
Passive Aggressive Classifier,0.4905973451327434,status,20240107215448.0,Passive Aggressive Classifier_20240107215448,,
Decision Tree Classifier,0.9540929203539824,status,20240107215448.0,Decision Tree Classifier_20240107215448,,
Random Forest Classifier,0.9540929203539824,status,20240107215448.0,Random Forest Classifier_20240107215448,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107215448.0,Gradient Boosting Classifier_20240107215448,,
AdaBoost Classifier,0.9314159292035398,status,20240107215448.0,AdaBoost Classifier_20240107215448,,
Extra Trees Classifier,0.9540929203539824,status,20240107215448.0,Extra Trees Classifier_20240107215448,,
Support Vector Classifier,0.7461283185840708,status,20240107215448.0,Support Vector Classifier_20240107215448,,
Linear SVC,0.8993362831858407,status,20240107215448.0,Linear SVC_20240107215448,,
NuSVC,0.8877212389380531,status,20240107215448.0,NuSVC_20240107215448,,
K-Nearest Neighbors,0.9297566371681416,status,20240107215448.0,K-Nearest Neighbors_20240107215448,,
Multi-layer Perceptron,0.9258849557522124,status,20240107215448.0,Multi-layer Perceptron_20240107215448,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107215448.0,Gaussian Naive Bayes_20240107215448,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107215448.0,Linear Discriminant Analysis_20240107215448,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107215448.0,Quadratic Discriminant Analysis_20240107215448,,
Voting Classifier,0.9352876106194692,status,20240107215448.0,Voting Classifier_20240107215448,,
Bagging Classifier,0.952433628318584,status,20240107215448.0,Bagging Classifier_20240107215448,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107215448.0,HistGradient Boosting Classifier_20240107215448,,
Logistic Regression,0.9231194690265486,status,20240107220723.0,Logistic Regression_20240107220723,,
Ridge Classifier,0.9026548672566372,status,20240107220723.0,Ridge Classifier_20240107220723,,
SGD Classifier,0.4889380530973451,status,20240107220723.0,SGD Classifier_20240107220723,,
Passive Aggressive Classifier,0.4889380530973451,status,20240107220723.0,Passive Aggressive Classifier_20240107220723,,
Decision Tree Classifier,0.9540929203539824,status,20240107220723.0,Decision Tree Classifier_20240107220723,,
Random Forest Classifier,0.9540929203539824,status,20240107220723.0,Random Forest Classifier_20240107220723,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107220723.0,Gradient Boosting Classifier_20240107220723,,
AdaBoost Classifier,0.9314159292035398,status,20240107220723.0,AdaBoost Classifier_20240107220723,,
Extra Trees Classifier,0.9540929203539824,status,20240107220723.0,Extra Trees Classifier_20240107220723,,
Support Vector Classifier,0.7461283185840708,status,20240107220723.0,Support Vector Classifier_20240107220723,,
Linear SVC,0.9043141592920354,status,20240107220723.0,Linear SVC_20240107220723,,
NuSVC,0.8877212389380531,status,20240107220723.0,NuSVC_20240107220723,,
K-Nearest Neighbors,0.9297566371681416,status,20240107220723.0,K-Nearest Neighbors_20240107220723,,
Multi-layer Perceptron,0.9258849557522124,status,20240107220723.0,Multi-layer Perceptron_20240107220723,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107220723.0,Gaussian Naive Bayes_20240107220723,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107220723.0,Linear Discriminant Analysis_20240107220723,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107220723.0,Quadratic Discriminant Analysis_20240107220723,,
Voting Classifier,0.9352876106194692,status,20240107220723.0,Voting Classifier_20240107220723,,
Bagging Classifier,0.952433628318584,status,20240107220723.0,Bagging Classifier_20240107220723,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107220723.0,HistGradient Boosting Classifier_20240107220723,,
Logistic Regression,0.9231194690265486,status,20240107222032.0,Logistic Regression_20240107222032,,
Ridge Classifier,0.9026548672566372,status,20240107222032.0,Ridge Classifier_20240107222032,,
SGD Classifier,0.8987831858407079,status,20240107222032.0,SGD Classifier_20240107222032,,
Passive Aggressive Classifier,0.4889380530973451,status,20240107222032.0,Passive Aggressive Classifier_20240107222032,,
Decision Tree Classifier,0.9540929203539824,status,20240107222032.0,Decision Tree Classifier_20240107222032,,
Random Forest Classifier,0.9540929203539824,status,20240107222032.0,Random Forest Classifier_20240107222032,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107222032.0,Gradient Boosting Classifier_20240107222032,,
AdaBoost Classifier,0.9314159292035398,status,20240107222032.0,AdaBoost Classifier_20240107222032,,
Extra Trees Classifier,0.9540929203539824,status,20240107222032.0,Extra Trees Classifier_20240107222032,,
Support Vector Classifier,0.7461283185840708,status,20240107222032.0,Support Vector Classifier_20240107222032,,
Linear SVC,0.924225663716814,status,20240107222032.0,Linear SVC_20240107222032,,
NuSVC,0.8877212389380531,status,20240107222032.0,NuSVC_20240107222032,,
K-Nearest Neighbors,0.9297566371681416,status,20240107222032.0,K-Nearest Neighbors_20240107222032,,
Multi-layer Perceptron,0.9247787610619468,status,20240107222032.0,Multi-layer Perceptron_20240107222032,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107222032.0,Gaussian Naive Bayes_20240107222032,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107222032.0,Linear Discriminant Analysis_20240107222032,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107222032.0,Quadratic Discriminant Analysis_20240107222032,,
Voting Classifier,0.9352876106194692,status,20240107222032.0,Voting Classifier_20240107222032,,
Bagging Classifier,0.952433628318584,status,20240107222032.0,Bagging Classifier_20240107222032,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107222032.0,HistGradient Boosting Classifier_20240107222032,,
Logistic Regression,0.9231194690265486,status,20240107224645.0,Logistic Regression_20240107224645,,
Ridge Classifier,0.9026548672566372,status,20240107224645.0,Ridge Classifier_20240107224645,,
SGD Classifier,0.8993362831858407,status,20240107224645.0,SGD Classifier_20240107224645,,
Passive Aggressive Classifier,0.8910398230088495,status,20240107224645.0,Passive Aggressive Classifier_20240107224645,,
Decision Tree Classifier,0.9540929203539824,status,20240107224645.0,Decision Tree Classifier_20240107224645,,
Random Forest Classifier,0.9540929203539824,status,20240107224645.0,Random Forest Classifier_20240107224645,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107224645.0,Gradient Boosting Classifier_20240107224645,,
AdaBoost Classifier,0.9314159292035398,status,20240107224645.0,AdaBoost Classifier_20240107224645,,
Extra Trees Classifier,0.9540929203539824,status,20240107224645.0,Extra Trees Classifier_20240107224645,,
Support Vector Classifier,0.7461283185840708,status,20240107224645.0,Support Vector Classifier_20240107224645,,
Linear SVC,0.8993362831858407,status,20240107224645.0,Linear SVC_20240107224645,,
NuSVC,0.8877212389380531,status,20240107224645.0,NuSVC_20240107224645,,
K-Nearest Neighbors,0.9297566371681416,status,20240107224645.0,K-Nearest Neighbors_20240107224645,,
Multi-layer Perceptron,0.9170353982300884,status,20240107224645.0,Multi-layer Perceptron_20240107224645,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107224645.0,Gaussian Naive Bayes_20240107224645,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107224645.0,Linear Discriminant Analysis_20240107224645,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107224645.0,Quadratic Discriminant Analysis_20240107224645,,
Voting Classifier,0.9352876106194692,status,20240107224645.0,Voting Classifier_20240107224645,,
Bagging Classifier,0.952433628318584,status,20240107224645.0,Bagging Classifier_20240107224645,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107224645.0,HistGradient Boosting Classifier_20240107224645,,
Logistic Regression,0.9231194690265486,status,20240107225117.0,Logistic Regression_20240107225117,,
Ridge Classifier,0.9026548672566372,status,20240107225117.0,Ridge Classifier_20240107225117,,
SGD Classifier,0.8440265486725663,status,20240107225117.0,SGD Classifier_20240107225117,,
Passive Aggressive Classifier,0.4889380530973451,status,20240107225117.0,Passive Aggressive Classifier_20240107225117,,
Decision Tree Classifier,0.9540929203539824,status,20240107225117.0,Decision Tree Classifier_20240107225117,,
Random Forest Classifier,0.9540929203539824,status,20240107225117.0,Random Forest Classifier_20240107225117,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107225117.0,Gradient Boosting Classifier_20240107225117,,
AdaBoost Classifier,0.9314159292035398,status,20240107225117.0,AdaBoost Classifier_20240107225117,,
Extra Trees Classifier,0.9540929203539824,status,20240107225117.0,Extra Trees Classifier_20240107225117,,
Support Vector Classifier,0.7461283185840708,status,20240107225117.0,Support Vector Classifier_20240107225117,,
Linear SVC,0.9004424778761062,status,20240107225117.0,Linear SVC_20240107225117,,
NuSVC,0.8877212389380531,status,20240107225117.0,NuSVC_20240107225117,,
K-Nearest Neighbors,0.9297566371681416,status,20240107225117.0,K-Nearest Neighbors_20240107225117,,
Multi-layer Perceptron,0.913716814159292,status,20240107225117.0,Multi-layer Perceptron_20240107225117,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107225117.0,Gaussian Naive Bayes_20240107225117,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107225117.0,Linear Discriminant Analysis_20240107225117,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107225117.0,Quadratic Discriminant Analysis_20240107225117,,
Voting Classifier,0.9352876106194692,status,20240107225117.0,Voting Classifier_20240107225117,,
Bagging Classifier,0.952433628318584,status,20240107225117.0,Bagging Classifier_20240107225117,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107225117.0,HistGradient Boosting Classifier_20240107225117,,
Logistic Regression,0.9231194690265486,status,20240107225408.0,Logistic Regression_20240107225408,,
Ridge Classifier,0.9026548672566372,status,20240107225408.0,Ridge Classifier_20240107225408,,
SGD Classifier,0.8993362831858407,status,20240107225408.0,SGD Classifier_20240107225408,,
Passive Aggressive Classifier,0.8976769911504425,status,20240107225408.0,Passive Aggressive Classifier_20240107225408,,
Decision Tree Classifier,0.9540929203539824,status,20240107225408.0,Decision Tree Classifier_20240107225408,,
Random Forest Classifier,0.9540929203539824,status,20240107225408.0,Random Forest Classifier_20240107225408,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107225408.0,Gradient Boosting Classifier_20240107225408,,
AdaBoost Classifier,0.9314159292035398,status,20240107225408.0,AdaBoost Classifier_20240107225408,,
Extra Trees Classifier,0.9540929203539824,status,20240107225408.0,Extra Trees Classifier_20240107225408,,
Support Vector Classifier,0.7461283185840708,status,20240107225408.0,Support Vector Classifier_20240107225408,,
Linear SVC,0.745575221238938,status,20240107225408.0,Linear SVC_20240107225408,,
NuSVC,0.8877212389380531,status,20240107225408.0,NuSVC_20240107225408,,
K-Nearest Neighbors,0.9297566371681416,status,20240107225408.0,K-Nearest Neighbors_20240107225408,,
Multi-layer Perceptron,0.9186946902654868,status,20240107225408.0,Multi-layer Perceptron_20240107225408,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107225408.0,Gaussian Naive Bayes_20240107225408,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107225408.0,Linear Discriminant Analysis_20240107225408,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107225408.0,Quadratic Discriminant Analysis_20240107225408,,
Voting Classifier,0.9352876106194692,status,20240107225408.0,Voting Classifier_20240107225408,,
Bagging Classifier,0.952433628318584,status,20240107225408.0,Bagging Classifier_20240107225408,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107225408.0,HistGradient Boosting Classifier_20240107225408,,
Logistic Regression,0.9231194690265486,status,20240107225529.0,Logistic Regression_20240107225529,,
Ridge Classifier,0.9026548672566372,status,20240107225529.0,Ridge Classifier_20240107225529,,
SGD Classifier,0.8993362831858407,status,20240107225529.0,SGD Classifier_20240107225529,,
Passive Aggressive Classifier,0.4889380530973451,status,20240107225529.0,Passive Aggressive Classifier_20240107225529,,
Decision Tree Classifier,0.9540929203539824,status,20240107225529.0,Decision Tree Classifier_20240107225529,,
Random Forest Classifier,0.9540929203539824,status,20240107225529.0,Random Forest Classifier_20240107225529,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107225529.0,Gradient Boosting Classifier_20240107225529,,
AdaBoost Classifier,0.9314159292035398,status,20240107225529.0,AdaBoost Classifier_20240107225529,,
Extra Trees Classifier,0.9540929203539824,status,20240107225529.0,Extra Trees Classifier_20240107225529,,
Support Vector Classifier,0.7461283185840708,status,20240107225529.0,Support Vector Classifier_20240107225529,,
Linear SVC,0.8987831858407079,status,20240107225529.0,Linear SVC_20240107225529,,
NuSVC,0.8877212389380531,status,20240107225529.0,NuSVC_20240107225529,,
K-Nearest Neighbors,0.9297566371681416,status,20240107225529.0,K-Nearest Neighbors_20240107225529,,
Multi-layer Perceptron,0.9142699115044248,status,20240107225529.0,Multi-layer Perceptron_20240107225529,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107225529.0,Gaussian Naive Bayes_20240107225529,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107225529.0,Linear Discriminant Analysis_20240107225529,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107225529.0,Quadratic Discriminant Analysis_20240107225529,,
Voting Classifier,0.9352876106194692,status,20240107225529.0,Voting Classifier_20240107225529,,
Bagging Classifier,0.952433628318584,status,20240107225529.0,Bagging Classifier_20240107225529,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107225529.0,HistGradient Boosting Classifier_20240107225529,,
Logistic Regression,0.9231194690265486,status,20240107230303.0,Logistic Regression_20240107230303,,
Ridge Classifier,0.9026548672566372,status,20240107230303.0,Ridge Classifier_20240107230303,,
SGD Classifier,0.9087389380530974,status,20240107230303.0,SGD Classifier_20240107230303,,
Passive Aggressive Classifier,0.8827433628318584,status,20240107230303.0,Passive Aggressive Classifier_20240107230303,,
Decision Tree Classifier,0.9540929203539824,status,20240107230303.0,Decision Tree Classifier_20240107230303,,
Random Forest Classifier,0.9540929203539824,status,20240107230303.0,Random Forest Classifier_20240107230303,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107230303.0,Gradient Boosting Classifier_20240107230303,,
AdaBoost Classifier,0.9314159292035398,status,20240107230303.0,AdaBoost Classifier_20240107230303,,
Extra Trees Classifier,0.9540929203539824,status,20240107230303.0,Extra Trees Classifier_20240107230303,,
Support Vector Classifier,0.7461283185840708,status,20240107230303.0,Support Vector Classifier_20240107230303,,
Linear SVC,0.9059734513274336,status,20240107230303.0,Linear SVC_20240107230303,,
NuSVC,0.8877212389380531,status,20240107230303.0,NuSVC_20240107230303,,
K-Nearest Neighbors,0.9297566371681416,status,20240107230303.0,K-Nearest Neighbors_20240107230303,,
Multi-layer Perceptron,0.924225663716814,status,20240107230303.0,Multi-layer Perceptron_20240107230303,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107230303.0,Gaussian Naive Bayes_20240107230303,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107230303.0,Linear Discriminant Analysis_20240107230303,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107230303.0,Quadratic Discriminant Analysis_20240107230303,,
Voting Classifier,0.9352876106194692,status,20240107230303.0,Voting Classifier_20240107230303,,
Bagging Classifier,0.952433628318584,status,20240107230303.0,Bagging Classifier_20240107230303,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107230303.0,HistGradient Boosting Classifier_20240107230303,,
Logistic Regression,0.9231194690265486,status,20240107230855.0,Logistic Regression_20240107230855,,
Ridge Classifier,0.9026548672566372,status,20240107230855.0,Ridge Classifier_20240107230855,,
SGD Classifier,0.7372787610619469,status,20240107230855.0,SGD Classifier_20240107230855,,
Passive Aggressive Classifier,0.8993362831858407,status,20240107230855.0,Passive Aggressive Classifier_20240107230855,,
Decision Tree Classifier,0.9540929203539824,status,20240107230855.0,Decision Tree Classifier_20240107230855,,
Random Forest Classifier,0.9540929203539824,status,20240107230855.0,Random Forest Classifier_20240107230855,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107230855.0,Gradient Boosting Classifier_20240107230855,,
AdaBoost Classifier,0.9314159292035398,status,20240107230855.0,AdaBoost Classifier_20240107230855,,
Extra Trees Classifier,0.9540929203539824,status,20240107230855.0,Extra Trees Classifier_20240107230855,,
Support Vector Classifier,0.7461283185840708,status,20240107230855.0,Support Vector Classifier_20240107230855,,
Linear SVC,0.8926991150442478,status,20240107230855.0,Linear SVC_20240107230855,,
NuSVC,0.8877212389380531,status,20240107230855.0,NuSVC_20240107230855,,
K-Nearest Neighbors,0.9297566371681416,status,20240107230855.0,K-Nearest Neighbors_20240107230855,,
Multi-layer Perceptron,0.9264380530973452,status,20240107230855.0,Multi-layer Perceptron_20240107230855,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107230855.0,Gaussian Naive Bayes_20240107230855,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107230855.0,Linear Discriminant Analysis_20240107230855,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107230855.0,Quadratic Discriminant Analysis_20240107230855,,
Voting Classifier,0.9352876106194692,status,20240107230855.0,Voting Classifier_20240107230855,,
Bagging Classifier,0.952433628318584,status,20240107230855.0,Bagging Classifier_20240107230855,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107230855.0,HistGradient Boosting Classifier_20240107230855,,
Logistic Regression,0.9231194690265486,status,20240107230859.0,Logistic Regression_20240107230859,,
Ridge Classifier,0.9026548672566372,status,20240107230859.0,Ridge Classifier_20240107230859,,
SGD Classifier,0.9004424778761062,status,20240107230859.0,SGD Classifier_20240107230859,,
Passive Aggressive Classifier,0.8810840707964602,status,20240107230859.0,Passive Aggressive Classifier_20240107230859,,
Decision Tree Classifier,0.9540929203539824,status,20240107230859.0,Decision Tree Classifier_20240107230859,,
Random Forest Classifier,0.9540929203539824,status,20240107230859.0,Random Forest Classifier_20240107230859,,
Gradient Boosting Classifier,0.9358407079646016,status,20240107230859.0,Gradient Boosting Classifier_20240107230859,,
AdaBoost Classifier,0.9314159292035398,status,20240107230859.0,AdaBoost Classifier_20240107230859,,
Extra Trees Classifier,0.9540929203539824,status,20240107230859.0,Extra Trees Classifier_20240107230859,,
Support Vector Classifier,0.7461283185840708,status,20240107230859.0,Support Vector Classifier_20240107230859,,
Linear SVC,0.9021017699115044,status,20240107230859.0,Linear SVC_20240107230859,,
NuSVC,0.8877212389380531,status,20240107230859.0,NuSVC_20240107230859,,
K-Nearest Neighbors,0.9297566371681416,status,20240107230859.0,K-Nearest Neighbors_20240107230859,,
Multi-layer Perceptron,0.9198008849557522,status,20240107230859.0,Multi-layer Perceptron_20240107230859,,
Gaussian Naive Bayes,0.9280973451327432,status,20240107230859.0,Gaussian Naive Bayes_20240107230859,,
Linear Discriminant Analysis,0.9015486725663716,status,20240107230859.0,Linear Discriminant Analysis_20240107230859,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240107230859.0,Quadratic Discriminant Analysis_20240107230859,,
Voting Classifier,0.9352876106194692,status,20240107230859.0,Voting Classifier_20240107230859,,
Bagging Classifier,0.952433628318584,status,20240107230859.0,Bagging Classifier_20240107230859,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240107230859.0,HistGradient Boosting Classifier_20240107230859,,
Logistic Regression,0.9231194690265486,status,20240107231314.0,Logistic Regression_20240107231314,,
Ridge Classifier,0.9026548672566372,status,20240107231314.0,Ridge Classifier_20240107231314,,
SGD Classifier,0.4889380530973451,status,20240107231314.0,SGD Classifier_20240107231314,,
