Model,Accuracy,Target_Column,Time,Model_Filename,Confusion_Matrix,Classification_Report
Bagging Classifier,0.952433628318584,status,20240119135917.0,Bagging Classifier_20240119135917,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119135917.0,HistGradient Boosting Classifier_20240119135917,,
Logistic Regression,0.9231194690265486,status,20240119141037.0,Logistic Regression_20240119141037,,
Ridge Classifier,0.9026548672566372,status,20240119141037.0,Ridge Classifier_20240119141037,,
SGD Classifier,0.8932522123893806,status,20240119141037.0,SGD Classifier_20240119141037,,
Passive Aggressive Classifier,0.8954646017699115,status,20240119141037.0,Passive Aggressive Classifier_20240119141037,,
Decision Tree Classifier,0.9540929203539824,status,20240119141037.0,Decision Tree Classifier_20240119141037,,
Random Forest Classifier,0.9540929203539824,status,20240119141037.0,Random Forest Classifier_20240119141037,,
Gradient Boosting Classifier,0.9358407079646016,status,20240119141037.0,Gradient Boosting Classifier_20240119141037,,
AdaBoost Classifier,0.9314159292035398,status,20240119141037.0,AdaBoost Classifier_20240119141037,,
Extra Trees Classifier,0.9540929203539824,status,20240119141037.0,Extra Trees Classifier_20240119141037,,
Support Vector Classifier,0.7461283185840708,status,20240119141037.0,Support Vector Classifier_20240119141037,,
Linear SVC,0.9015486725663716,status,20240119141037.0,Linear SVC_20240119141037,,
NuSVC,0.8877212389380531,status,20240119141037.0,NuSVC_20240119141037,,
K-Nearest Neighbors,0.9297566371681416,status,20240119141037.0,K-Nearest Neighbors_20240119141037,,
Multi-layer Perceptron,0.9253318584070797,status,20240119141037.0,Multi-layer Perceptron_20240119141037,,
Gaussian Naive Bayes,0.9280973451327432,status,20240119141037.0,Gaussian Naive Bayes_20240119141037,,
Linear Discriminant Analysis,0.9015486725663716,status,20240119141037.0,Linear Discriminant Analysis_20240119141037,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240119141037.0,Quadratic Discriminant Analysis_20240119141037,,
Voting Classifier,0.9352876106194692,status,20240119141037.0,Voting Classifier_20240119141037,,
Bagging Classifier,0.952433628318584,status,20240119141037.0,Bagging Classifier_20240119141037,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240119141037.0,HistGradient Boosting Classifier_20240119141037,,
Logistic Regression,0.9231194690265486,status,20240121201119.0,Logistic Regression_20240121201119,,
Ridge Classifier,0.9026548672566372,status,20240121201119.0,Ridge Classifier_20240121201119,,
SGD Classifier,0.4889380530973451,status,20240121201119.0,SGD Classifier_20240121201119,,
Passive Aggressive Classifier,0.8993362831858407,status,20240121201119.0,Passive Aggressive Classifier_20240121201119,,
Decision Tree Classifier,0.9540929203539824,status,20240121201119.0,Decision Tree Classifier_20240121201119,,
Random Forest Classifier,0.9540929203539824,status,20240121201119.0,Random Forest Classifier_20240121201119,,
Gradient Boosting Classifier,0.9358407079646016,status,20240121201119.0,Gradient Boosting Classifier_20240121201119,,
AdaBoost Classifier,0.9314159292035398,status,20240121201119.0,AdaBoost Classifier_20240121201119,,
Extra Trees Classifier,0.9540929203539824,status,20240121201119.0,Extra Trees Classifier_20240121201119,,
Support Vector Classifier,0.7461283185840708,status,20240121201119.0,Support Vector Classifier_20240121201119,,
Linear SVC,0.4889380530973451,status,20240121201119.0,Linear SVC_20240121201119,,
NuSVC,0.8877212389380531,status,20240121201119.0,NuSVC_20240121201119,,
K-Nearest Neighbors,0.9297566371681416,status,20240121201119.0,K-Nearest Neighbors_20240121201119,,
Multi-layer Perceptron,0.9247787610619468,status,20240121201119.0,Multi-layer Perceptron_20240121201119,,
Gaussian Naive Bayes,0.9280973451327432,status,20240121201119.0,Gaussian Naive Bayes_20240121201119,,
Linear Discriminant Analysis,0.9015486725663716,status,20240121201119.0,Linear Discriminant Analysis_20240121201119,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240121201119.0,Quadratic Discriminant Analysis_20240121201119,,
Voting Classifier,0.9352876106194692,status,20240121201119.0,Voting Classifier_20240121201119,,
Bagging Classifier,0.952433628318584,status,20240121201119.0,Bagging Classifier_20240121201119,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240121201119.0,HistGradient Boosting Classifier_20240121201119,,
Logistic Regression,0.5464601769911505,Gender,20240122143350.0,Logistic Regression_20240122143350,,
Ridge Classifier,0.5470132743362832,Gender,20240122143350.0,Ridge Classifier_20240122143350,,
SGD Classifier,0.5448008849557522,Gender,20240122143350.0,SGD Classifier_20240122143350,,
Passive Aggressive Classifier,0.540929203539823,Gender,20240122143350.0,Passive Aggressive Classifier_20240122143350,,
Decision Tree Classifier,0.7798672566371682,Gender,20240122143350.0,Decision Tree Classifier_20240122143350,,
Random Forest Classifier,0.7798672566371682,Gender,20240122143350.0,Random Forest Classifier_20240122143350,,
Gradient Boosting Classifier,0.6404867256637168,Gender,20240122143350.0,Gradient Boosting Classifier_20240122143350,,
AdaBoost Classifier,0.5918141592920354,Gender,20240122143350.0,AdaBoost Classifier_20240122143350,,
Extra Trees Classifier,0.7798672566371682,Gender,20240122143350.0,Extra Trees Classifier_20240122143350,,
Support Vector Classifier,0.5398230088495575,Gender,20240122143350.0,Support Vector Classifier_20240122143350,,
Linear SVC,0.5414823008849557,Gender,20240122143350.0,Linear SVC_20240122143350,,
NuSVC,0.497787610619469,Gender,20240122143350.0,NuSVC_20240122143350,,
K-Nearest Neighbors,0.6587389380530974,Gender,20240122143350.0,K-Nearest Neighbors_20240122143350,,
Multi-layer Perceptron,0.5271017699115044,Gender,20240122143350.0,Multi-layer Perceptron_20240122143350,,
Gaussian Naive Bayes,0.5525442477876106,Gender,20240122143350.0,Gaussian Naive Bayes_20240122143350,,
Linear Discriminant Analysis,0.5459070796460177,Gender,20240122143350.0,Linear Discriminant Analysis_20240122143350,,
Quadratic Discriminant Analysis,0.5619469026548672,Gender,20240122143350.0,Quadratic Discriminant Analysis_20240122143350,,
Voting Classifier,0.7129424778761062,Gender,20240122143350.0,Voting Classifier_20240122143350,,
Bagging Classifier,0.764933628318584,Gender,20240122143350.0,Bagging Classifier_20240122143350,,
HistGradient Boosting Classifier,0.7206858407079646,Gender,20240122143350.0,HistGradient Boosting Classifier_20240122143350,,
Logistic Regression,0.5464601769911505,Gender,20240122143939.0,Logistic Regression_20240122143939,,
Ridge Classifier,0.5470132743362832,Gender,20240122143939.0,Ridge Classifier_20240122143939,,
SGD Classifier,0.5453539823008849,Gender,20240122143939.0,SGD Classifier_20240122143939,,
Passive Aggressive Classifier,0.4601769911504424,Gender,20240122143939.0,Passive Aggressive Classifier_20240122143939,,
Decision Tree Classifier,0.7798672566371682,Gender,20240122143939.0,Decision Tree Classifier_20240122143939,,
Random Forest Classifier,0.7798672566371682,Gender,20240122143939.0,Random Forest Classifier_20240122143939,,
Gradient Boosting Classifier,0.6404867256637168,Gender,20240122143939.0,Gradient Boosting Classifier_20240122143939,,
AdaBoost Classifier,0.5918141592920354,Gender,20240122143939.0,AdaBoost Classifier_20240122143939,,
Extra Trees Classifier,0.7798672566371682,Gender,20240122143939.0,Extra Trees Classifier_20240122143939,,
Support Vector Classifier,0.5398230088495575,Gender,20240122143939.0,Support Vector Classifier_20240122143939,,
Linear SVC,0.4601769911504424,Gender,20240122143939.0,Linear SVC_20240122143939,,
NuSVC,0.497787610619469,Gender,20240122143939.0,NuSVC_20240122143939,,
K-Nearest Neighbors,0.6587389380530974,Gender,20240122143939.0,K-Nearest Neighbors_20240122143939,,
Multi-layer Perceptron,0.4966814159292035,Gender,20240122143939.0,Multi-layer Perceptron_20240122143939,,
Gaussian Naive Bayes,0.5525442477876106,Gender,20240122143939.0,Gaussian Naive Bayes_20240122143939,,
Linear Discriminant Analysis,0.5459070796460177,Gender,20240122143939.0,Linear Discriminant Analysis_20240122143939,,
Quadratic Discriminant Analysis,0.5619469026548672,Gender,20240122143939.0,Quadratic Discriminant Analysis_20240122143939,,
Voting Classifier,0.7129424778761062,Gender,20240122143939.0,Voting Classifier_20240122143939,,
Bagging Classifier,0.764933628318584,Gender,20240122143939.0,Bagging Classifier_20240122143939,,
HistGradient Boosting Classifier,0.7206858407079646,Gender,20240122143939.0,HistGradient Boosting Classifier_20240122143939,,
Logistic Regression,0.9231194690265486,status,20240122144809.0,Logistic Regression_20240122144809,,
Ridge Classifier,0.9026548672566372,status,20240122144809.0,Ridge Classifier_20240122144809,,
SGD Classifier,0.4889380530973451,status,20240122144809.0,SGD Classifier_20240122144809,,
Passive Aggressive Classifier,0.8838495575221239,status,20240122144809.0,Passive Aggressive Classifier_20240122144809,,
Decision Tree Classifier,0.9540929203539824,status,20240122144809.0,Decision Tree Classifier_20240122144809,,
Random Forest Classifier,0.9540929203539824,status,20240122144809.0,Random Forest Classifier_20240122144809,,
Gradient Boosting Classifier,0.9358407079646016,status,20240122144809.0,Gradient Boosting Classifier_20240122144809,,
AdaBoost Classifier,0.9314159292035398,status,20240122144809.0,AdaBoost Classifier_20240122144809,,
Extra Trees Classifier,0.9540929203539824,status,20240122144809.0,Extra Trees Classifier_20240122144809,,
Support Vector Classifier,0.7461283185840708,status,20240122144809.0,Support Vector Classifier_20240122144809,,
Linear SVC,0.4889380530973451,status,20240122144809.0,Linear SVC_20240122144809,,
NuSVC,0.8877212389380531,status,20240122144809.0,NuSVC_20240122144809,,
K-Nearest Neighbors,0.9297566371681416,status,20240122144809.0,K-Nearest Neighbors_20240122144809,,
Multi-layer Perceptron,0.926991150442478,status,20240122144809.0,Multi-layer Perceptron_20240122144809,,
Gaussian Naive Bayes,0.9280973451327432,status,20240122144809.0,Gaussian Naive Bayes_20240122144809,,
Linear Discriminant Analysis,0.9015486725663716,status,20240122144809.0,Linear Discriminant Analysis_20240122144809,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240122144809.0,Quadratic Discriminant Analysis_20240122144809,,
Voting Classifier,0.9352876106194692,status,20240122144809.0,Voting Classifier_20240122144809,,
Bagging Classifier,0.952433628318584,status,20240122144809.0,Bagging Classifier_20240122144809,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240122144809.0,HistGradient Boosting Classifier_20240122144809,,
Logistic Regression,0.9231194690265486,status,20240122151657.0,Logistic Regression_20240122151657,,
Ridge Classifier,0.9026548672566372,status,20240122151657.0,Ridge Classifier_20240122151657,,
SGD Classifier,0.661504424778761,status,20240122151657.0,SGD Classifier_20240122151657,,
Passive Aggressive Classifier,0.4889380530973451,status,20240122151657.0,Passive Aggressive Classifier_20240122151657,,
Decision Tree Classifier,0.9540929203539824,status,20240122151657.0,Decision Tree Classifier_20240122151657,,
Random Forest Classifier,0.9540929203539824,status,20240122151657.0,Random Forest Classifier_20240122151657,,
Gradient Boosting Classifier,0.9358407079646016,status,20240122151657.0,Gradient Boosting Classifier_20240122151657,,
AdaBoost Classifier,0.9314159292035398,status,20240122151657.0,AdaBoost Classifier_20240122151657,,
Extra Trees Classifier,0.9540929203539824,status,20240122151657.0,Extra Trees Classifier_20240122151657,,
Support Vector Classifier,0.7461283185840708,status,20240122151657.0,Support Vector Classifier_20240122151657,,
Linear SVC,0.9021017699115044,status,20240122151657.0,Linear SVC_20240122151657,,
NuSVC,0.8877212389380531,status,20240122151657.0,NuSVC_20240122151657,,
K-Nearest Neighbors,0.9297566371681416,status,20240122151657.0,K-Nearest Neighbors_20240122151657,,
Multi-layer Perceptron,0.9258849557522124,status,20240122151657.0,Multi-layer Perceptron_20240122151657,,
Gaussian Naive Bayes,0.9280973451327432,status,20240122151657.0,Gaussian Naive Bayes_20240122151657,,
Linear Discriminant Analysis,0.9015486725663716,status,20240122151657.0,Linear Discriminant Analysis_20240122151657,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240122151657.0,Quadratic Discriminant Analysis_20240122151657,,
Voting Classifier,0.9352876106194692,status,20240122151657.0,Voting Classifier_20240122151657,,
Bagging Classifier,0.952433628318584,status,20240122151657.0,Bagging Classifier_20240122151657,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240122151657.0,HistGradient Boosting Classifier_20240122151657,,
Logistic Regression,0.9231194690265486,status,20240122153542.0,Logistic Regression_20240122153542,,
Ridge Classifier,0.9026548672566372,status,20240122153542.0,Ridge Classifier_20240122153542,,
SGD Classifier,0.7588495575221239,status,20240122153542.0,SGD Classifier_20240122153542,,
Passive Aggressive Classifier,0.8949115044247787,status,20240122153542.0,Passive Aggressive Classifier_20240122153542,,
Decision Tree Classifier,0.9540929203539824,status,20240122153542.0,Decision Tree Classifier_20240122153542,,
Random Forest Classifier,0.9540929203539824,status,20240122153542.0,Random Forest Classifier_20240122153542,,
Gradient Boosting Classifier,0.9358407079646016,status,20240122153542.0,Gradient Boosting Classifier_20240122153542,,
AdaBoost Classifier,0.9314159292035398,status,20240122153542.0,AdaBoost Classifier_20240122153542,,
Extra Trees Classifier,0.9540929203539824,status,20240122153542.0,Extra Trees Classifier_20240122153542,,
Support Vector Classifier,0.7461283185840708,status,20240122153542.0,Support Vector Classifier_20240122153542,,
Linear SVC,0.9043141592920354,status,20240122153542.0,Linear SVC_20240122153542,,
NuSVC,0.8877212389380531,status,20240122153542.0,NuSVC_20240122153542,,
K-Nearest Neighbors,0.9297566371681416,status,20240122153542.0,K-Nearest Neighbors_20240122153542,,
Multi-layer Perceptron,0.9258849557522124,status,20240122153542.0,Multi-layer Perceptron_20240122153542,,
Gaussian Naive Bayes,0.9280973451327432,status,20240122153542.0,Gaussian Naive Bayes_20240122153542,,
Linear Discriminant Analysis,0.9015486725663716,status,20240122153542.0,Linear Discriminant Analysis_20240122153542,,
Quadratic Discriminant Analysis,0.928650442477876,status,20240122153542.0,Quadratic Discriminant Analysis_20240122153542,,
Voting Classifier,0.9352876106194692,status,20240122153542.0,Voting Classifier_20240122153542,,
Bagging Classifier,0.952433628318584,status,20240122153542.0,Bagging Classifier_20240122153542,,
HistGradient Boosting Classifier,0.9469026548672568,status,20240122153542.0,HistGradient Boosting Classifier_20240122153542,,
Logistic Regression,0.5464601769911505,Gender,20240125090729.0,Logistic Regression_20240125090729,,
Ridge Classifier,0.5470132743362832,Gender,20240125090729.0,Ridge Classifier_20240125090729,,
SGD Classifier,0.5011061946902655,Gender,20240125090729.0,SGD Classifier_20240125090729,,
Passive Aggressive Classifier,0.5403761061946902,Gender,20240125090729.0,Passive Aggressive Classifier_20240125090729,,
Decision Tree Classifier,0.7798672566371682,Gender,20240125090729.0,Decision Tree Classifier_20240125090729,,
